Order ID,Consumer Type,Category,Sub Category,Amount,Quantity,Profit,Payment mode
KL-2018-5607416,Consumer,Furniture,Bookcases,508,6,-91,EMI
KL-2018-5607417,Consumer,Office Supplies,Binders,5,2,0,EMI
KL-2018-5607418,Consumer,Office Supplies,Fasteners,11,2,-8,COD
KL-2018-5607419,Corporate,Office Supplies,Art,24,1,5,Credit card
KL-2018-5607420,Corporate,Office Supplies,Art,60,2,14,UPI
KL-2018-5607421,Corporate,Office Supplies,Storage,256,3,-102,Credit card
KL-2018-5607422,Corporate,Technology,Accessories,698,6,209,Credit card
KL-2018-5607423,Corporate,Technology,Phones,601,6,-371,Credit card
KL-2018-5607424,Consumer,Office Supplies,Art,43,3,1,Credit card
KL-2018-5607425,Corporate,Office Supplies,Storage,46,2,15,UPI
KL-2018-5607426,Corporate,Office Supplies,Storage,"2,859",14,171,UPI
KL-2018-5607427,Corporate,Office Supplies,Supplies,164,6,6,COD
KL-2018-5607428,Consumer,Furniture,Bookcases,608,4,189,EMI
KL-2018-5607429,Consumer,Office Supplies,Art,159,8,14,EMI
KL-2018-5607430,Consumer,Office Supplies,Binders,123,5,4,COD
KL-2018-5607431,Consumer,Office Supplies,Storage,255,2,45,Credit card
KL-2018-5607432,Consumer,Furniture,Bookcases,713,4,40,UPI
KL-2018-5607433,Consumer,Furniture,Tables,827,4,-395,Credit card
KL-2018-5607434,Consumer,Office Supplies,Appliances,324,6,-25,Credit card
KL-2018-5607435,Consumer,Office Supplies,Binders,141,5,30,Credit card
KL-2018-5607436,Consumer,Office Supplies,Binders,44,6,14,Credit card
KL-2018-5607437,Consumer,Office Supplies,Fasteners,100,6,33,UPI
KL-2018-5607438,Corporate,Office Supplies,Envelopes,46,11,-38,UPI
KL-2018-5607439,Consumer,Technology,Accessories,54,2,12,COD
KL-2018-5607440,Consumer,Furniture,Tables,"2,229",7,-754,EMI
KL-2018-5607441,Consumer,Office Supplies,Storage,102,3,-25,EMI
KL-2018-5607442,Consumer,Technology,Copiers,524,2,5,COD
KL-2018-5607443,Consumer,Office Supplies,Binders,58,2,26,Credit card
KL-2018-5607444,Consumer,Office Supplies,Envelopes,140,6,8,UPI
KL-2018-5607445,Corporate,Technology,Phones,212,2,70,Credit card
KL-2018-5607446,Home Office,Office Supplies,Binders,103,2,36,Credit card
KL-2018-5607447,Corporate,Furniture,Bookcases,"1,029",5,-247,Credit card
KL-2018-5607448,Corporate,Office Supplies,Binders,28,2,-10,Credit card
KL-2018-5607449,Corporate,Office Supplies,Envelopes,25,1,-6,UPI
KL-2018-5607450,Corporate,Office Supplies,Binders,22,2,7,UPI
KL-2018-5607451,Corporate,Office Supplies,Storage,512,9,210,COD
KL-2018-5607452,Corporate,Technology,Accessories,806,14,185,EMI
KL-2018-5607453,Corporate,Technology,Accessories,450,4,58,EMI
KL-2018-5607454,Consumer,Office Supplies,Storage,56,2,-1,COD
KL-2018-5607455,Consumer,Technology,Copiers,442,3,0,Credit card
KL-2018-5607456,Corporate,Office Supplies,Appliances,"2,053",4,410,UPI
KL-2018-5607457,Corporate,Office Supplies,Paper,57,3,4,Credit card
KL-2018-5607458,Corporate,Furniture,Chairs,"1,253",3,-42,Credit card
KL-2018-5607459,Corporate,Furniture,Furnishings,101,5,5,Credit card
KL-2018-5607460,Corporate,Office Supplies,Appliances,125,3,-105,Credit card
KL-2018-5607461,Corporate,Office Supplies,Binders,50,2,-22,UPI
KL-2018-5607462,Corporate,Office Supplies,Paper,90,4,0,UPI
KL-2018-5607463,Corporate,Technology,Accessories,388,3,-357,COD
KL-2018-5607464,Corporate,Technology,Machines,243,6,-175,EMI
KL-2018-5607465,Corporate,Office Supplies,Appliances,122,2,-8,EMI
KL-2018-5607466,Corporate,Office Supplies,Art,330,13,89,COD
KL-2018-5607467,Corporate,Office Supplies,Storage,123,4,10,Credit card
KL-2018-5607468,Home Office,Technology,Accessories,388,3,-357,UPI
KL-2018-5607469,Corporate,Office Supplies,Art,237,8,83,Credit card
KL-2018-5607470,Corporate,Office Supplies,Binders,104,9,25,Credit card
KL-2018-5607471,Corporate,Office Supplies,Fasteners,58,3,27,Credit card
KL-2018-5607472,Corporate,Office Supplies,Storage,29,3,9,Credit card
KL-2018-5607473,Corporate,Office Supplies,Supplies,104,3,0,UPI
KL-2018-5607474,Corporate,Technology,Machines,578,4,129,UPI
KL-2018-5607475,Consumer,Office Supplies,Appliances,60,1,2,COD
KL-2018-5607476,Consumer,Office Supplies,Art,44,2,8,EMI
KL-2018-5607477,Consumer,Office Supplies,Labels,14,1,5,EMI
KL-2018-5607478,Consumer,Office Supplies,Art,322,6,80,COD
KL-2018-5607479,Home Office,Furniture,Tables,"1,266",3,323,Credit card
KL-2018-5607480,Consumer,Office Supplies,Paper,238,7,26,UPI
KL-2018-5607481,Consumer,Office Supplies,Storage,135,2,-8,Credit card
KL-2018-5607482,Home Office,Office Supplies,Storage,599,5,53,Credit card
KL-2018-5607483,Home Office,Furniture,Chairs,127,1,44,Credit card
KL-2018-5607484,Home Office,Office Supplies,Envelopes,92,4,15,Credit card
KL-2018-5607485,Consumer,Office Supplies,Binders,39,3,3,UPI
KL-2018-5607486,Corporate,Office Supplies,Storage,131,3,4,UPI
KL-2018-5607487,Corporate,Office Supplies,Supplies,152,8,12,COD
KL-2018-5607488,Corporate,Technology,Phones,222,4,60,EMI
KL-2018-5607489,Consumer,Office Supplies,Paper,85,3,36,EMI
KL-2018-5607490,Consumer,Office Supplies,Paper,145,3,45,COD
KL-2018-5607491,Consumer,Office Supplies,Supplies,53,2,22,Credit card
KL-2018-5607492,Home Office,Office Supplies,Art,146,5,7,UPI
KL-2018-5607493,Home Office,Office Supplies,Binders,151,3,9,Credit card
KL-2018-5607494,Home Office,Office Supplies,Storage,165,2,-110,Credit card
KL-2018-5607495,Home Office,Technology,Copiers,713,5,14,Credit card
KL-2018-5607496,Corporate,Furniture,Bookcases,506,3,192,Credit card
KL-2018-5607497,Corporate,Furniture,Furnishings,144,4,-37,UPI
KL-2018-5607498,Corporate,Office Supplies,Envelopes,118,4,58,UPI
KL-2018-5607499,Consumer,Office Supplies,Appliances,152,2,44,COD
KL-2018-5607500,Consumer,Technology,Phones,957,12,316,EMI
KL-2018-5607501,Corporate,Furniture,Furnishings,289,3,48,EMI
KL-2018-5607502,Corporate,Office Supplies,Binders,10,2,2,COD
KL-2018-5607503,Corporate,Office Supplies,Binders,56,5,22,Credit card
KL-2018-5607504,Corporate,Office Supplies,Binders,25,1,6,UPI
KL-2018-5607505,Corporate,Technology,Accessories,113,3,-13,Credit card
KL-2018-5607506,Corporate,Technology,Copiers,860,3,0,Credit card
KL-2018-5607507,Consumer,Office Supplies,Envelopes,79,5,35,Credit card
KL-2018-5607508,Consumer,Furniture,Chairs,147,2,-15,Credit card
KL-2018-5607509,Consumer,Technology,Copiers,336,2,114,UPI
KL-2018-5607510,Consumer,Technology,Phones,59,1,8,UPI
KL-2018-5607511,Home Office,Office Supplies,Art,38,2,8,COD
KL-2018-5607512,Home Office,Office Supplies,Paper,215,11,60,EMI
KL-2018-5607513,Home Office,Office Supplies,Appliances,512,1,227,EMI
KL-2018-5607514,Home Office,Office Supplies,Storage,80,3,1,COD
KL-2018-5607515,Corporate,Office Supplies,Labels,32,3,6,Credit card
KL-2018-5607516,Corporate,Office Supplies,Storage,44,2,-38,UPI
KL-2018-5607517,Consumer,Technology,Copiers,668,3,-31,Credit card
KL-2018-5607518,Corporate,Furniture,Bookcases,541,4,156,Credit card
KL-2018-5607519,Consumer,Office Supplies,Appliances,838,3,-28,Credit card
KL-2018-5607520,Corporate,Office Supplies,Binders,48,4,2,Credit card
KL-2018-5607521,Corporate,Office Supplies,Binders,45,3,5,UPI
KL-2018-5607522,Corporate,Office Supplies,Fasteners,58,3,29,UPI
KL-2018-5607523,Corporate,Office Supplies,Storage,490,4,-114,COD
KL-2018-5607524,Consumer,Furniture,Bookcases,"2,056",5,391,EMI
KL-2018-5607525,Corporate,Office Supplies,Binders,18,3,6,EMI
KL-2018-5607526,Corporate,Furniture,Bookcases,438,4,165,COD
KL-2018-5607527,Corporate,Furniture,Bookcases,264,2,56,Credit card
KL-2018-5607528,Consumer,Office Supplies,Art,48,3,18,UPI
KL-2018-5607529,Consumer,Office Supplies,Binders,271,9,51,Credit card
KL-2018-5607530,Corporate,Office Supplies,Fasteners,201,12,26,Credit card
KL-2018-5607531,Corporate,Office Supplies,Storage,73,3,0,Credit card
KL-2018-5607532,Consumer,Office Supplies,Paper,112,4,55,Credit card
KL-2018-5607533,Consumer,Office Supplies,Storage,239,2,-48,UPI
KL-2018-5607534,Consumer,Office Supplies,Art,220,4,39,UPI
KL-2018-5607535,Consumer,Office Supplies,Art,58,2,8,COD
KL-2018-5607536,Consumer,Office Supplies,Storage,37,4,6,EMI
KL-2018-5607537,Home Office,Office Supplies,Storage,241,2,24,EMI
KL-2018-5607538,Consumer,Technology,Phones,636,1,273,COD
KL-2018-5607539,Corporate,Office Supplies,Fasteners,36,3,7,Credit card
KL-2018-5607540,Consumer,Office Supplies,Storage,15,1,-12,UPI
KL-2018-5607541,Consumer,Office Supplies,Storage,82,3,-74,Credit card
KL-2018-5607542,Consumer,Technology,Accessories,739,6,-177,Credit card
KL-2018-5607543,Consumer,Technology,Phones,348,3,-61,Credit card
KL-2018-5607544,Corporate,Furniture,Chairs,87,3,-78,Credit card
KL-2018-5607545,Consumer,Office Supplies,Appliances,561,2,34,UPI
KL-2018-5607546,Consumer,Technology,Copiers,249,2,40,UPI
KL-2018-5607547,Home Office,Office Supplies,Binders,63,2,26,COD
KL-2018-5607548,Home Office,Technology,Machines,605,5,266,EMI
KL-2018-5607549,Consumer,Office Supplies,Storage,99,2,10,EMI
KL-2018-5607550,Consumer,Furniture,Furnishings,156,2,-22,COD
KL-2018-5607551,Home Office,Office Supplies,Supplies,206,5,25,Credit card
KL-2018-5607552,Corporate,Office Supplies,Binders,90,3,36,UPI
KL-2018-5607553,Corporate,Office Supplies,Paper,210,8,42,Credit card
KL-2018-5607554,Corporate,Technology,Machines,524,2,-25,Credit card
KL-2018-5607555,Home Office,Furniture,Furnishings,106,3,-8,Credit card
KL-2018-5607556,Consumer,Furniture,Chairs,714,3,-143,Credit card
KL-2018-5607557,Consumer,Office Supplies,Storage,27,2,-15,UPI
KL-2018-5607558,Consumer,Furniture,Bookcases,338,2,139,UPI
KL-2018-5607559,Consumer,Office Supplies,Storage,278,5,62,COD
KL-2018-5607560,Consumer,Technology,Machines,411,9,-37,EMI
KL-2018-5607561,Consumer,Furniture,Bookcases,"1,814",5,653,EMI
KL-2018-5607562,Consumer,Office Supplies,Storage,29,2,0,COD
KL-2018-5607563,Consumer,Technology,Copiers,373,3,60,Credit card
KL-2018-5607564,Consumer,Technology,Phones,263,2,102,UPI
KL-2018-5607565,Corporate,Office Supplies,Envelopes,17,2,8,Credit card
KL-2018-5607566,Home Office,Office Supplies,Labels,119,11,16,Credit card
KL-2018-5607567,Home Office,Technology,Phones,73,1,23,Credit card
KL-2018-5607568,Consumer,Technology,Phones,347,6,-25,Credit card
KL-2018-5607569,Consumer,Office Supplies,Binders,32,3,7,UPI
KL-2018-5607570,Consumer,Technology,Accessories,405,4,8,UPI
KL-2018-5607571,Consumer,Office Supplies,Art,152,3,49,COD
KL-2018-5607572,Consumer,Office Supplies,Art,322,6,80,EMI
KL-2018-5607573,Consumer,Office Supplies,Fasteners,112,8,24,EMI
KL-2018-5607574,Consumer,Office Supplies,Paper,31,2,1,COD
KL-2018-5607575,Consumer,Technology,Phones,672,4,87,Credit card
KL-2018-5607576,Consumer,Furniture,Chairs,808,6,197,UPI
KL-2018-5607577,Consumer,Office Supplies,Paper,268,9,96,Credit card
KL-2018-5607578,Consumer,Office Supplies,Paper,31,1,13,Credit card
KL-2018-5607579,Consumer,Technology,Accessories,976,4,293,Credit card
KL-2018-5607580,Corporate,Office Supplies,Binders,197,4,79,Credit card
KL-2018-5607581,Corporate,Office Supplies,Fasteners,14,1,7,UPI
KL-2018-5607582,Corporate,Furniture,Bookcases,219,2,83,UPI
KL-2018-5607583,Corporate,Furniture,Bookcases,535,4,59,COD
KL-2018-5607584,Corporate,Furniture,Chairs,469,7,146,EMI
KL-2018-5607585,Corporate,Office Supplies,Appliances,229,3,51,EMI
KL-2018-5607586,Corporate,Office Supplies,Art,30,2,11,COD
KL-2018-5607587,Corporate,Office Supplies,Art,27,1,14,Credit card
KL-2018-5607588,Corporate,Office Supplies,Storage,359,7,123,UPI
KL-2018-5607589,Corporate,Technology,Phones,354,4,141,Credit card
KL-2018-5607590,Corporate,Office Supplies,Supplies,145,9,-52,Credit card
KL-2018-5607591,Consumer,Office Supplies,Envelopes,125,3,5,Credit card
KL-2018-5607592,Consumer,Office Supplies,Art,173,7,55,Credit card
KL-2018-5607593,Consumer,Office Supplies,Binders,46,6,21,UPI
KL-2018-5607594,Consumer,Office Supplies,Storage,205,2,-90,UPI
KL-2018-5607595,Corporate,Office Supplies,Storage,54,3,-3,COD
KL-2018-5607596,Corporate,Office Supplies,Fasteners,18,3,-17,EMI
KL-2018-5607597,Consumer,Office Supplies,Labels,17,2,2,EMI
KL-2018-5607598,Consumer,Office Supplies,Supplies,50,2,13,COD
KL-2018-5607599,Consumer,Office Supplies,Art,41,4,18,Credit card
KL-2018-5607600,Corporate,Office Supplies,Art,89,3,31,UPI
KL-2018-5607601,Home Office,Technology,Copiers,527,2,132,Credit card
KL-2018-5607602,Corporate,Office Supplies,Art,122,7,50,Credit card
KL-2018-5607603,Corporate,Technology,Accessories,113,1,56,Credit card
KL-2018-5607604,Corporate,Technology,Machines,455,2,-64,Credit card
KL-2018-5607605,Corporate,Office Supplies,Storage,56,2,-1,UPI
KL-2018-5607606,Corporate,Technology,Phones,520,5,-96,UPI
KL-2018-5607607,Home Office,Furniture,Bookcases,401,4,140,COD
KL-2018-5607608,Home Office,Furniture,Bookcases,663,2,99,EMI
KL-2018-5607609,Home Office,Office Supplies,Envelopes,37,2,3,EMI
KL-2018-5607610,Home Office,Technology,Phones,323,5,122,COD
KL-2018-5607611,Corporate,Furniture,Bookcases,247,2,35,Credit card
KL-2018-5607612,Consumer,Technology,Machines,628,2,6,UPI
KL-2018-5607613,Home Office,Office Supplies,Binders,33,3,10,Credit card
KL-2018-5607614,Corporate,Office Supplies,Paper,237,7,35,Credit card
KL-2018-5607615,Consumer,Furniture,Furnishings,19,2,-9,Credit card
KL-2018-5607616,Consumer,Office Supplies,Binders,44,7,19,Credit card
KL-2018-5607617,Consumer,Office Supplies,Supplies,554,12,144,UPI
KL-2018-5607618,Consumer,Office Supplies,Supplies,87,5,-4,UPI
KL-2018-5607619,Consumer,Office Supplies,Art,34,2,14,COD
KL-2018-5607620,Consumer,Office Supplies,Art,35,3,-22,EMI
KL-2018-5607621,Corporate,Furniture,Furnishings,175,4,54,EMI
KL-2018-5607622,Corporate,Technology,Phones,994,7,199,COD
KL-2018-5607623,Home Office,Office Supplies,Storage,76,5,31,Credit card
KL-2018-5607624,Consumer,Office Supplies,Storage,108,2,41,UPI
KL-2018-5607625,Corporate,Technology,Machines,690,8,138,Credit card
KL-2018-5607626,Corporate,Technology,Phones,547,4,55,Credit card
KL-2018-5607627,Corporate,Office Supplies,Paper,249,5,30,Credit card
KL-2018-5607628,Corporate,Office Supplies,Art,60,4,22,Credit card
KL-2018-5607629,Corporate,Office Supplies,Labels,116,9,24,UPI
KL-2018-5607630,Corporate,Office Supplies,Storage,52,1,23,UPI
KL-2018-5607631,Corporate,Technology,Machines,250,3,105,COD
KL-2018-5607632,Consumer,Office Supplies,Art,64,2,24,EMI
KL-2018-5607633,Consumer,Furniture,Furnishings,103,2,30,EMI
KL-2018-5607634,Consumer,Office Supplies,Appliances,"1,057",2,412,COD
KL-2018-5607635,Corporate,Office Supplies,Storage,140,5,6,Credit card
KL-2018-5607636,Consumer,Furniture,Furnishings,63,2,8,UPI
KL-2018-5607637,Consumer,Technology,Accessories,415,5,66,Credit card
KL-2018-5607638,Corporate,Office Supplies,Binders,57,2,12,Credit card
KL-2018-5607639,Consumer,Office Supplies,Binders,191,7,25,Credit card
KL-2018-5607640,Consumer,Technology,Accessories,81,2,10,Credit card
KL-2018-5607641,Home Office,Office Supplies,Art,24,4,-4,UPI
KL-2018-5607642,Home Office,Office Supplies,Storage,61,7,-47,UPI
KL-2018-5607643,Consumer,Office Supplies,Paper,94,7,14,COD
KL-2018-5607644,Consumer,Office Supplies,Storage,194,4,0,EMI
KL-2018-5607645,Corporate,Furniture,Furnishings,351,8,24,EMI
KL-2018-5607646,Consumer,Technology,Machines,956,4,-96,COD
KL-2018-5607647,Consumer,Technology,Phones,738,6,-8,Credit card
KL-2018-5607648,Consumer,Office Supplies,Binders,29,4,10,UPI
KL-2018-5607649,Consumer,Technology,Copiers,524,2,5,Credit card
KL-2018-5607650,Consumer,Furniture,Bookcases,332,3,55,Credit card
KL-2018-5607651,Home Office,Technology,Machines,"1,207",4,36,Credit card
KL-2018-5607652,Corporate,Office Supplies,Supplies,178,4,52,Credit card
KL-2018-5607653,Corporate,Office Supplies,Supplies,123,3,60,UPI
KL-2018-5607654,Consumer,Furniture,Furnishings,106,3,-23,UPI
KL-2018-5607655,Consumer,Office Supplies,Envelopes,79,5,35,COD
KL-2018-5607656,Consumer,Office Supplies,Fasteners,34,2,10,EMI
KL-2018-5607657,Consumer,Office Supplies,Labels,11,1,5,EMI
KL-2018-5607658,Consumer,Office Supplies,Storage,273,2,57,COD
KL-2018-5607659,Consumer,Furniture,Furnishings,90,5,-88,Credit card
KL-2018-5607660,Consumer,Office Supplies,Art,52,2,-34,UPI
KL-2018-5607661,Consumer,Office Supplies,Binders,128,5,-54,Credit card
KL-2018-5607662,Home Office,Office Supplies,Binders,12,3,1,Credit card
KL-2018-5607663,Home Office,Technology,Copiers,"1,508",4,332,Credit card
KL-2018-5607664,Consumer,Office Supplies,Binders,40,5,-33,Credit card
KL-2018-5607665,Consumer,Office Supplies,Envelopes,23,1,-5,UPI
KL-2018-5607666,Consumer,Office Supplies,Art,17,1,7,UPI
KL-2018-5607667,Consumer,Office Supplies,Paper,136,3,41,COD
KL-2018-5607668,Consumer,Office Supplies,Storage,28,3,5,EMI
KL-2018-5607669,Corporate,Office Supplies,Binders,10,2,4,EMI
KL-2018-5607670,Corporate,Office Supplies,Labels,43,6,11,COD
KL-2018-5607671,Consumer,Technology,Phones,"1,622",3,534,Credit card
KL-2018-5607672,Corporate,Technology,Phones,173,2,-69,UPI
KL-2018-5607673,Corporate,Office Supplies,Fasteners,28,2,2,Credit card
KL-2018-5607674,Corporate,Office Supplies,Storage,451,12,-75,Credit card
KL-2018-5607675,Home Office,Furniture,Chairs,623,5,69,Credit card
KL-2018-5607676,Consumer,Furniture,Bookcases,74,1,-63,Credit card
KL-2018-5607677,Corporate,Furniture,Furnishings,116,2,21,UPI
KL-2018-5607678,Consumer,Furniture,Chairs,164,5,-70,UPI
KL-2018-5607679,Consumer,Office Supplies,Art,30,3,-10,COD
KL-2018-5607680,Consumer,Office Supplies,Binders,20,3,-17,EMI
KL-2018-5607681,Corporate,Office Supplies,Fasteners,55,8,-44,EMI
KL-2018-5607682,Corporate,Office Supplies,Binders,50,3,14,COD
KL-2018-5607683,Corporate,Office Supplies,Supplies,160,6,67,Credit card
KL-2018-5607684,Consumer,Furniture,Furnishings,85,2,15,UPI
KL-2018-5607685,Consumer,Office Supplies,Labels,26,2,7,Credit card
KL-2018-5607686,Consumer,Furniture,Chairs,270,3,75,Credit card
KL-2018-5607687,Home Office,Office Supplies,Art,53,2,15,Credit card
KL-2018-5607688,Home Office,Office Supplies,Fasteners,80,7,1,Credit card
KL-2018-5607689,Home Office,Office Supplies,Storage,99,2,10,UPI
KL-2018-5607690,Home Office,Technology,Accessories,217,5,22,UPI
KL-2018-5607691,Home Office,Office Supplies,Labels,23,2,6,COD
KL-2018-5607692,Corporate,Furniture,Chairs,387,3,46,EMI
KL-2018-5607693,Corporate,Furniture,Chairs,646,9,50,EMI
KL-2018-5607694,Corporate,Office Supplies,Supplies,88,2,32,COD
KL-2018-5607695,Corporate,Technology,Phones,388,6,27,Credit card
KL-2018-5607696,Consumer,Technology,Phones,65,1,25,UPI
KL-2018-5607697,Consumer,Office Supplies,Binders,66,5,2,Credit card
KL-2018-5607698,Consumer,Furniture,Chairs,195,3,66,Credit card
KL-2018-5607699,Consumer,Office Supplies,Art,48,2,-1,Credit card
KL-2018-5607700,Consumer,Office Supplies,Envelopes,58,4,22,Credit card
KL-2018-5607701,Consumer,Office Supplies,Supplies,74,2,32,UPI
KL-2018-5607702,Corporate,Office Supplies,Art,439,8,79,UPI
KL-2018-5607703,Corporate,Office Supplies,Supplies,41,3,7,COD
KL-2018-5607704,Consumer,Office Supplies,Labels,8,1,1,EMI
KL-2018-5607705,Consumer,Office Supplies,Labels,42,4,14,EMI
KL-2018-5607706,Consumer,Office Supplies,Storage,164,3,16,COD
KL-2018-5607707,Consumer,Technology,Phones,616,5,37,Credit card
KL-2018-5607708,Consumer,Office Supplies,Art,243,11,44,UPI
KL-2018-5607709,Consumer,Office Supplies,Art,36,2,3,Credit card
KL-2018-5607710,Consumer,Furniture,Chairs,392,3,31,Credit card
KL-2018-5607711,Consumer,Office Supplies,Art,60,2,14,Credit card
KL-2018-5607712,Consumer,Office Supplies,Paper,235,5,7,Credit card
KL-2018-5607713,Consumer,Office Supplies,Fasteners,11,1,5,UPI
KL-2018-5607714,Consumer,Technology,Phones,586,8,88,UPI
KL-2018-5607715,Consumer,Office Supplies,Binders,58,7,-26,COD
KL-2018-5607716,Consumer,Office Supplies,Binders,100,4,-44,EMI
KL-2018-5607717,Consumer,Office Supplies,Binders,239,8,96,EMI
KL-2018-5607718,Consumer,Office Supplies,Storage,187,1,15,COD
KL-2018-5607719,Corporate,Furniture,Furnishings,38,2,11,Credit card
KL-2018-5607720,Consumer,Technology,Machines,249,6,70,UPI
KL-2018-5607721,Home Office,Office Supplies,Binders,37,3,17,Credit card
KL-2018-5607722,Consumer,Office Supplies,Art,88,4,16,Credit card
